100.23600 107.83600 100.09000
100.43200 108.25400 101.01800
100.16800 108.36800 101.89800
99.82010 108.04100 102.72500
99.34240 107.54000 103.34300
99.73760 107.08100 104.17200
100.04400 106.67500 104.96300
100.25100 106.26500 105.80100
100.34100 106.01200 106.68300
100.54300 105.97100 107.66500
100.83600 106.22500 108.54900
101.40700 106.60000 109.20600
101.23200 106.49800 110.15500
101.23900 106.57600 111.07100
101.19900 106.90100 111.95900
101.34400 107.06400 112.90200
101.46000 107.14700 113.87000
102.23400 106.95700 114.49200
102.99500 106.50400 114.80800
103.68100 105.88900 115.26800
104.41300 105.44600 115.62300
105.21000 104.97300 115.76700
105.77700 104.17800 115.72200
106.38700 103.50800 115.36600
107.28600 103.30700 115.24900
108.10900 102.75700 114.94100
108.77000 102.15800 114.61200
109.48100 101.74400 114.15600
109.66400 101.10900 113.49600
110.03200 100.23600 113.35100
109.84100 99.40010 112.91600
109.85100 98.49150 112.63100
109.55600 97.53730 112.44800
109.37800 96.63900 112.18300
108.95900 95.77850 112.15600
108.62000 94.89300 112.07000
108.63500 93.88650 112.23700
109.08100 93.04260 112.24100
109.09700 92.14030 112.18900
109.02400 91.21480 112.43000
108.68700 90.37910 112.75400
107.92600 89.83240 112.76100
107.17300 89.58800 112.15300
106.30200 89.33520 111.83600
105.29000 89.28520 111.65600
104.32800 89.25800 111.33800
103.44400 89.38780 110.92200
102.82200 89.54070 110.25000
102.30500 89.82130 109.45000
102.14400 90.17380 108.57100
101.71400 90.32250 107.65700
101.70800 90.26710 106.67800
102.08400 90.11560 105.75500
101.94100 89.33530 105.10400
101.68800 88.66970 104.47000
101.37200 87.73650 104.27200
101.36500 86.76000 104.31000
101.12700 85.83350 104.13800
100.61200 85.05660 104.45100
100.13100 84.22290 104.32100
99.84200 83.40230 103.87900
99.35370 82.70650 103.37500
98.73030 82.42800 102.69400
98.01130 82.27080 101.99000
97.17740 82.59590 101.57800
96.41280 82.86290 101.06500
95.84860 83.45050 100.49900
95.55780 83.88660 99.70990
95.52090 84.51000 98.97460
95.64700 85.06430 98.21780
95.96660 85.68200 97.49230
95.86490 86.29540 96.80430
95.51560 86.98650 96.23580
