62.03740 54.89910 49.82680
62.33220 54.95590 48.93540
62.19970 54.90610 47.93690
62.59910 54.27850 47.28810
62.77820 53.74930 46.53040
62.88250 53.37590 45.63770
62.78620 52.54090 45.15740
62.38290 51.71220 44.61400
62.04430 51.05770 43.97010
61.86420 50.16330 43.63290
61.09380 49.58050 43.68220
60.29810 49.02820 43.74010
59.45220 48.68610 43.53910
58.52720 48.53500 43.76860
57.67530 48.36770 44.16900
56.68370 48.07240 44.43070
55.71860 47.90920 44.60290
54.84400 48.26590 44.82460
53.94600 48.39170 44.95010
52.99930 48.59290 45.11090
52.20720 48.94090 45.59870
51.92860 49.52560 46.29570
51.98510 50.15910 47.05630
51.52910 50.95840 47.56650
50.89180 51.24830 48.22750
50.45020 52.01200 48.63100
49.72410 52.41790 49.09980
49.41200 53.21420 49.55740
48.99130 53.61900 50.28930
48.66470 53.53920 51.24180
48.20870 53.63300 52.07830
47.86530 53.59190 53.00670
47.54940 53.10920 53.81220
46.81710 52.71660 54.32390
46.06680 52.28270 54.76220
45.57950 51.59890 55.25060
44.89110 51.09200 55.77920
43.96370 50.90020 56.08390
43.06320 50.98210 56.25460
42.55330 50.90860 57.04130
41.89230 50.39130 57.57290
41.13570 50.04040 58.05770
40.27080 49.95890 58.48660
39.95620 50.46340 59.31740
39.66250 51.18310 59.89760
39.31520 51.93900 60.32420
38.63280 52.52870 60.67770
37.85720 53.07660 60.90920
37.26870 53.50400 61.52480
36.59090 53.89200 62.14490
35.84280 53.89200 62.75710
35.10310 54.12370 63.40400
34.69320 54.90440 63.91330
34.39950 55.78570 63.57520
34.32700 56.55060 62.98930
34.18880 57.40900 62.69260
33.70570 58.11740 62.26300
33.42310 58.99120 61.87480
33.62510 59.91550 61.73570
33.72340 60.75860 61.38800
33.82870 61.64190 61.06680
34.16070 62.61150 61.17890
34.46560 63.52550 60.92310
34.82470 64.39140 60.71260
34.81630 65.33450 60.55090
34.83140 66.22840 60.27380
34.73050 67.13960 59.94310
35.19130 67.97230 59.80780
35.21500 68.89380 59.42770
35.72970 69.71760 59.14680
35.91100 70.66420 59.10900
36.01590 71.34500 58.45050
35.97080 72.05020 57.88090
35.97920 72.28440 56.99040
35.67610 72.27530 56.03040
35.60430 71.93040 55.19040
35.55840 71.84360 54.24610
35.05520 71.40540 53.46870
35.31970 70.83510 52.77810
35.66640 70.58860 51.89920
35.62960 70.23610 51.03770
35.65880 70.06420 50.06100
35.94140 70.16550 49.21510
36.38890 70.13720 48.33140
36.80240 70.10890 47.44110
37.18570 69.82690 46.64350
37.67620 69.04740 46.14940
38.12110 68.36190 45.60840
38.65380 67.86320 44.96220
38.94360 67.39600 44.10750
39.19900 66.90280 43.32550
39.28500 66.47370 42.49180
39.26650 65.84080 41.73260
39.21770 65.22690 41.00590
38.97900 64.85860 40.19690
38.78670 64.55700 39.30760
38.24050 64.30800 38.60000
37.88880 64.62360 37.76480
37.23530 64.70510 37.00190
36.59340 64.17860 36.48100
62.09680 41.84970 43.27510
62.87950 41.34900 43.60830
62.96480 40.82820 44.48710
63.22510 40.82140 45.39910
63.26280 40.43080 46.29680
63.07370 39.98760 47.18980
63.32680 39.88480 48.14350
63.47240 39.78620 49.06680
63.08270 39.57740 50.07040
62.24460 39.47560 50.56780
61.56330 39.77140 51.20520
60.85930 40.23140 51.63320
60.49020 40.77160 52.30760
59.94700 41.30110 52.89400
59.42510 41.88340 53.50120
58.81320 41.77240 54.29640
57.92060 41.89390 54.73250
57.10320 42.39720 54.91830
56.15060 42.50450 55.04980
55.25010 42.52870 54.70530
54.36090 42.66260 54.35130
53.45200 42.99290 54.33330
52.51780 42.82320 53.92840
51.79970 43.10360 53.41560
50.98900 43.60320 53.14940
50.32880 44.26140 53.06370
49.63800 44.85650 52.96050
49.27680 45.75200 52.99370
48.77990 46.57350 53.26170
48.18680 47.19120 53.66790
47.80470 48.06380 53.98330
47.19960 48.78480 54.21710
46.80400 49.65340 54.12970
46.06720 50.31420 54.05700
45.54910 51.08650 53.82480
45.26020 51.93750 53.77130
44.59820 52.64690 53.76880
43.91130 53.30120 53.48270
43.29330 53.95580 53.05690
42.50710 54.52530 52.87840
41.52600 54.59900 53.02250
40.63700 54.74820 53.38290
40.46650 55.34800 54.09640
40.17570 55.71550 54.89980
39.52410 55.46460 55.49400
38.98590 55.09660 56.29750
38.26870 55.14720 56.90510
37.69740 55.57860 57.50220
37.10920 55.90690 58.15250
36.36950 56.00980 58.79430
